_id,app,career_growth,ceo_rating,cleansing_effect,consumer_reviews,flavor,followers,id,job_security,mem_rating,oral_health_impact,overall_benefits,results,review_content,review_date,review_time,review_tite,reviewer_country,reviewer_name,salary_and_benefits,status,url,value_for_money,views,work_environment
5c508126034cab234c648063,,,,5.0,colgate_total,4.0,55 Followers,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-nqnnnpnruqm,,3.0,4.0,5.0,,best is the best effective toothpaste use and enjoy this product .,Jan-24-2017,12:04:PM,One The Toothpaste Colgate Total,Aurangabad India,akram4439,,1,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-nqnnnpnruqm,,25 Reviews,
5c508126034cab234c648064,,,,5.0,colgate_total,5.0,,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-ooupmtupnqm,,5.0,4.0,5.0,,"This tooth paste helps in removing the debris On the gums,it has effective cleansing property.It whitens the teeth and reaches to almost all the parts of teeth.it doesn't allow to form cavities.I have experienced a postive side after using this paste I Suggest to add more flavours to the paste and to decrease the price such that this good product can be available to everyone.It's a great product when compared to others",Jan-04-2017,11:49:AM,All time best tooth paste,"Hyderabad, India India",krishnasaikrishna,,1,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-ooupmtupnqm,,2 Reviews,
5c508126034cab234c648065, (via Android App),,,5.0,colgate_total,5.0,2 Followers,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-tonumpulupm,,5.0,5.0,5.0,,Thank you.,Dec-24-2016,05:04:PM,Its a very good product,Hyderabad India,sangeethreddy,,1,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-tonumpulupm,,12 Reviews,
5c508126034cab234c648066, (via Android App),,,4.0,colgate_total,4.0,,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-rosqlqtrrmm,,4.0,4.0,5.0,,"This toothpaste keeps my teeth nice and clean. But I also use it for something else. I actually use this toothpaste for pimples. I've always heard that applying toothpaste to pimples makes them go away. I tried it several years ago, but with a different brand of toothpaste. It didn't work. I tried it again with Colgate and my pimple was gone within hours. I've even applied it to cysts and they went away too! I've tried so many products and none of them got rid of acne this quickly. I recommend this toothpaste for both dental hygiene and getting rid of acne.",Jul-09-2016,08:16:PM,The best you get,Bhopal India,piku108,,1,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-rosqlqtrrmm,,33 Reviews,
5c508126034cab234c648067, (via Android App),,,1.0,colgate_total,1.0,27 Followers,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-mnotlqposlm,,1.0,1.0,1.0,,"And in American countries, they have strictly banned for children you will see in their box keep away from reach children. So think people will you do now? Throw this product.",May-09-2016,06:18:AM,Fake colgate,Mumbai India,krunaal,,1,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-mnotlqposlm,,63 Reviews,
5c508126034cab234c648068,,,,1.0,colgate_total,1.0,22 Followers,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-sorstsrsnlm,,1.0,1.0,1.0,,"Aboe mentioned paste are good in all aspects and produce better results, Try them and spot the difference yourself.",Mar-16-2016,11:45:AM,Beyond Expectations,Ghaziabad India,nayaln801,,1,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-sorstsrsnlm,,140 Reviews,
5c508126034cab234c648069,,,,3.0,colgate_total,2.0,,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-msnprumqmlm,,3.0,3.0,2.0,,m always preferred to people to use Colgate  . Colgate makes my teeth white and strong. m never faced a dental problem because of Colgate.,Mar-06-2016,10:08:PM,Legacy,Delhi India,indyarecords,,1,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-msnprumqmlm,,15 Reviews,
5c508126034cab234c64806a, (via Android App),,,5.0,colgate_total,4.0,14 Followers,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-qpsnonrnllm,,4.0,4.0,4.0,,As I later used other but it is much effective and stops cavity and grow up of bacteria and keeps mouth fresh,Feb-27-2016,09:02:PM,Total protection,indore India,arpit082m,,1,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-qpsnonrnllm,,65 Reviews,
5c508126034cab234c64806b, (via Android App),,,2.0,colgate_total,2.0,14 Followers,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-slqstspluu,,2.0,2.0,2.0,,Thank you all: -),Feb-22-2016,02:04:PM,Colgate- Coal Gate!!,Bangalore India,sandy_6,,1,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-slqstspluu,,21 Reviews,
5c508126034cab234c64806c, (via Android App),,,5.0,colgate_total,5.0,9 Followers,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-rqmqmtnttu,,5.0,5.0,5.0,,I will recommend it to everyone who are concerned about there teeth.,Feb-21-2016,12:00:AM,The best your teeth can get,Delhi  India,emailaryann,,1,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-rqmqmtnttu,,91 Reviews,
5c508126034cab234c64806d,,,,4.0,colgate_total,4.0,10 Followers,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-rllmqslusu,,5.0,5.0,5.0,,When all is said in done I've benefited by using this toothpaste and I'd recommend you to use it too for better oral well being,Feb-16-2016,01:32:PM,Best,Vijayawada India,meher9396,,1,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-rllmqslusu,,71 Reviews,
5c508126034cab234c64806e,,,,5.0,colgate_total,4.0,13 Followers,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-lqlmurlusu,,4.0,4.0,5.0,,In general I've profited by utilizing this toothpaste and I'd prescribe you to utilize it too for better oral wellbeing,Feb-16-2016,01:29:PM,Colgate,"Vijayawada, India India",skmusa143,,1,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-lqlmurlusu,,69 Reviews,
5c508126034cab234c64806f,,,,4.0,colgate_total,4.0,21 Followers,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-solppsrsnu,,4.0,4.0,4.0,,It said toothpaste With Salt It is India's number 1 toothpaste. Colgate toothpaste is a paste OE gel dentifrice utilized with a toothbrush as a feel and strength of teeth. I prescribe this to all as it is useful for your teeth and modest with different brands even little youngsters can likewise utilize it with help of a grown-up and have a clean brighter teeth. It additionally controls pit in teeth and we ought to utilize it twice per day for better teeth. I highly recommended this tooth pest.,Jan-16-2016,12:00:PM,"Colgate Total Toothpaste, use for strong teeath",Kolkata India,pranab75,,1,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-solppsrsnu,,83 Reviews,
5c508126034cab234c648070,,,,1.0,colgate_total,1.0,31 Followers,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-unmpupspnu,,1.0,1.0,1.0,,"Our new generation don't want to understand that the more we use these kind of products, we'll  go forward to the unhealthy life.no offence guys but must say that use the ayurvedic products .or the homemade solutions.",Jan-13-2016,08:36:PM,A product which makes us fool,Surat India,aman03254,,1,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-unmpupspnu,,22 Reviews,
5c508126034cab234c648071, (via Mobile),,,4.0,colgate_total,4.0,16 Followers,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-rqntqlnonu,,4.0,4.0,4.0,,Overall I've benefited by using this toothpaste and I'd recommend you to use it too for better oral health,Jan-12-2016,04:18:PM,Colgate total toothpaste,Faridabad India,seathebanga,,1,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-rqntqlnonu,,120 Reviews,
5c508126034cab234c648072, (via Android App),,,3.0,colgate_total,4.0,43 Followers,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-mmnpuomonu,,5.0,1.0,2.0,,"If you have never used Colgate maxfresh then bring today and try it, you will really like it",Jan-12-2016,03:42:PM,Besr user,surat gujrat India,rahilshaikh8460734,,1,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-mmnpuomonu,,137 Reviews,
5c508126034cab234c648073,,,,5.0,colgate_total,4.0,16 Followers,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-mlssnqnumu,,4.0,3.0,4.0,,"Over the top, it's taste is also not as bad as some other popular brands such as red babul & other ayurvedic pastes. everyone must try this. some might think that it contains sodium lauryl sulphate. but let me tell you, all the other brands consists this, without this, no paste can be made properly",Jan-08-2016,08:03:PM,Awesome in every terms,Ludhiana India,puneetsrk,,1,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-mlssnqnumu,,47 Reviews,
5c508126034cab234c648074,,,,5.0,colgate_total,5.0,17 Followers,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-lqsnqtlumu,,5.0,5.0,5.0,,thank you.,Jan-08-2016,06:21:PM,Colgate is awsome an trusted,BHARTHANA India,av61355,,1,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-lqsnqtlumu,,65 Reviews,
5c508126034cab234c648075,,,,2.0,colgate_total,3.0,12 Followers,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-mtomqnqsmu,,1.0,3.0,2.0,,"I m not going to repurchase though, because this is really abrasive which can actully wear away your teeth yellow might use it once a week or something as a clarifing toothpaste to scrub away any stain before they up, but I dont think this is good as an every day toothpaste",Jan-07-2016,03:32:PM,Honest review,India,Deepanshu2,,1,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-mtomqnqsmu,,56 Reviews,
5c508126034cab234c648076,,,,5.0,colgate_total,5.0,69 Followers,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-ssompupsmu,,5.0,5.0,5.0,,"Colgate is the best brand tooth paste am using it more than 15 years. My family and I use colgate which gives us very fresh and clean teeths. The it also works as mouth freshener up to 12 hours. I brush daily two times using colgate. I was using this since it produced  tooth powder and now it is producing tooth paste of different types like colgate total salt, colgate white and others. They are also selling the toothbrush and I am using it since my childhood, now a days the tooth brush has come with charcoal which cleans the teeth very neat and clean. And the shape of the brush is Zigzag so it reaches the every corner of the mouth and cleans it very well. It is having calci lock system, and it gives solution to sensitivity problem. I suggest it to every one who needs a better smile.",Jan-07-2016,03:16:PM,Colgate for clean smile,Karimnagar India,tamilselvam4321,,1,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-ssompupsmu,,350 Reviews,
5c508126034cab234c648077, (via Android App),,,5.0,colgate_total,4.0,17 Followers,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-mrtqqsunmu,,5.0,4.0,3.0,,".I would like to share a review on Colgate toothpaste as I’m using Colgate toothpaste from my childhood.It is not wrong to say that Colgate is also branded and the market leader because in rural areas peoples don’t even know the term toothpaste but that too they state it as Colgate, really friends I just noticed at my native the people where just asking the shopkeepers to give Colgate not any others.The company had just produced there product according to consumers requirement i.e toothpaste and toothpowder.They also packed there products according to our needs i.e it is available in Rs.10small one and Rs.110 the big one.So, I carry a small colgate whenever I go out of station.I’m never ever try to switch my toothpaste.Once I asked my dentist about his suggestion for clean teeth he just suggested me to use Colgate toothpaste and Plax only.I also used colgate many times when I used to get injured by burns as a coolent and medicine.So, I can only suggest to use Colgate.",Jan-04-2016,02:41:PM,Best one...,Navimumbai India,VIVEK617,,1,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-mrtqqsunmu,,71 Reviews,
5c508126034cab234c648078,,,,5.0,colgate_total,3.0,2 Followers,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-oquooounut,,5.0,5.0,5.0,,I have had issue with the enamel on my teeth not being strong enough and my teeth were becoming extremely sensitive to heat/cold. I don't know what is in the toothpaste that makes the difference but I find that Colgate's Total works well to strengthen the enamel on my teeth and my teeth are not as sensitive to hot/cold as they once were. I love the clean fresh feeling that this toothpaste leaves in my mouth and the fresh breath that stays with me.,Dec-11-2015,05:17:PM,WORTH BUYING FOR,hooghly India,rin2pal,,1,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-oquooounut,,14 Reviews,
5c508126034cab234c648079,,,,5.0,colgate_total,3.0,26 Followers,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-qssulquttt,,4.0,3.0,3.0,,Yes it is costlier than other toothpastes available in the market but  trust me this product worth that much.,Dec-07-2015,04:22:PM,Colgate Total is total toothpaste,"Kolkata, India India",sudiptadey6,,1,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-qssulquttt,,112 Reviews,
5c508126034cab234c64807a,,,,4.0,colgate_total,5.0,2 Followers,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-qotpsumust,,4.0,4.0,4.0,,"I recommend this product to all of you, give it a go. Be fresh feel fresh.",Nov-21-2015,05:17:PM,My Family tooth paste,kolkata India,konnectmriganka,,1,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-qotpsumust,,34 Reviews,
5c508126034cab234c64807b, (via Mobile),,,0.0,colgate_total,0.0,,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-qnurmlspppn,,1.0,0.0,0.0,,"Please guys whoever using Colgate brand please stop using it. My personal experience with Colgate remains very bad. If you don't want to suffer with ulcers, burning gums and many other skin irritation inside your mouth, please stop. I have suffered a lot using this brand.",Jan-20-2018,09:36:AM,Colgate ke maa ke aakh,India,poojaparmarpp19,,1,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-qnurmlspppn,,1 Review,
5c508126034cab234c64807c, (via Android App),,,5.0,colgate_total,5.0,9 Followers,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-qqlurttsmmn,,4.0,4.0,5.0,,"I've always used colgate since I was a little child, I have had no reason to change brands at all.",Jul-23-2017,01:16:PM,The best toothpaste,Dhule India,nomanwantstrueluv,,1,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-qqlurttsmmn,,3 Reviews,
5c508126034cab234c64807d, (via Android App),,,3.0,colgate_total,3.0,,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-ommmmmuslln,,3.0,2.0,2.0,,Hai.im here to share my views about Colgate tooth paste.it is very good whitening paste among all and keeps fresh mouth and are easy to brush not so much spice.its good in taste and colour also.vwhere v can find no of varieties of paste in Colgate brand also.it is reasonable price for people which we can buy.,Jun-13-2017,02:25:PM,Colgate toothpaste,Moulali India,sreeramsailaja88,,1,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-ommmmmuslln,,19 Reviews,
5c508126034cab234c64807e,,,,4.0,colgate_total,5.0,,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-mtqspurmlln,,4.0,3.0,4.0,,"The flavour of this tooth paste is good, lathers well and feels fresh after brushing.  It won't help in whitening the teeth. I can't say this is the better product as it may not help in solving complete oral problems, but one of the best toothpaste in the market and I have been using it for many years . As far as cleansing, flavour is considered it is the best and when it comes to whitening it's a bit disappointing.",Jun-11-2017,10:45:AM,Good Product,Hyderabad India,rakeshark,,1,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-mtqspurmlln,,2 Reviews,
5c508126034cab234c64807f, (via Android App),,,5.0,colgate_total,5.0,20 Followers,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-runmnpsmurm,,5.0,5.0,5.0,,Colgate is a brand that is known for its dental products. In fact the first thing that comes in mind on hearing Colgate is the white and red toothpaste tube or the smiling white teeth. I had switched to Colgate Total from Close up and feel that I did make the right choice ! Keep brushing and keep smiling !,Feb-20-2017,10:38:AM,My all time favorite dental paste,- India,abhu17732,,1,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-runmnpsmurm,,4 Reviews,
5c508126034cab234c648080, (via Android App),,,5.0,colgate_total,5.0,,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-llmpmpsrtrm,,5.0,5.0,5.0,,It is a good product it helps to brush teeth and some other clean your smarphone with it put to pinples to clean your face without pinples I am using this tooth paste in 12 year my mother is told me to use this I like its flavour  childrens do not eat it because its flavour  it clean our teeth completly it smells so good,Feb-18-2017,01:57:PM,Colgate toothpaste,- India,jishnuas890,,1,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-llmpmpsrtrm,,1 Review,
5c508126034cab234c648081, (via Android App),,,5.0,colgate_total,5.0,,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-nsruunnrlrm,,4.0,5.0,5.0,,"Colgate toothpaste is one that my doctor suggests. I have been using it since as long as I can remember. It keeps your mouth fresh for the entire day . One of the best to fight plague, cavity and toothache. It is not very expensive as well and is comparatively cheaper than most brands. It also gives a toothbrush free sometimes inside the pack.",Jan-26-2017,06:11:PM,Good,- India,gloryawk,,1,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-nsruunnrlrm,,3 Reviews,
5c508126034cab234c648082,,,,4.0,colgate_total,3.0,,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-usuooonmoqm,,5.0,3.0,3.0,,"I replaced brushes on my Oral B Pro elec. toothbrush. Within a very few days I had severe irritation on the insides of both cheeks next to my lower teeth, and moderate irritation beside the uppers. I thought it was the new brush heads so switched to a new soft brush. The irritation worsened and developed into aphthous ulcers so deep and so painful that my diet was severely restricted to avoid crunchy and or acidic foods. The sores did not heal so I saw my MD who gave me an Rx. Mouthwash which did nothing.",Jan-06-2017,12:11:PM,Bought this at the same time,,,,1,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-usuooonmoqm,,3 Reviews,
5c508126034cab234c648083,,,,5.0,colgate_total,4.0,,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-totrqmpqnpm,,4.0,4.0,4.0,,Colgate is a oldest tooth paste the best thin about colgate is that its being improved in all of is quality now it is coming with salt and best decay protection chemicals its good effect on oral hard tissue duseases like caries and deccay and it also provide mouth freshness and best suited for every individual with cheap price in market and it is also beneficial for plaque accumulation and removes debris.,Nov-27-2016,02:09:PM,Best tooth protection,Mumbai India,khanabdullah18,,1,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-totrqmpqnpm,,1 Review,
5c508126034cab234c648084, (via Android App),,,2.0,colgate_total,3.0,29 Followers,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-utottrsornm,,2.0,1.0,1.0,,Hello friends! If u want to enjoy your tasty meal for long time for this u need to change your toothpaste now.toothpaste which gives you whiteness is not better for your teeth. U should aware about other similar products which gives u not only whiteness but also protects your teeth from germs. I recommend glister,Sep-11-2016,04:35:PM,Not go only for taste,Delhi India,hanshu,,1,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-utottrsornm,,6 Reviews,
5c508126034cab234c648085,,,,5.0,colgate_total,4.0,,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-ququrnmpmmm,,5.0,4.0,5.0,,"If you don't brush and floss every day, food stays in your mouth and can decay.Colgate Total toothpaste helps kill that decay and helps prevents bad breath.",Jun-13-2016,06:53:AM,Colgate Is The Best,- India,mrahsan194,,1,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-ququrnmpmmm,,5 Reviews,
5c508126034cab234c648086, (via iOS App),,,2.0,colgate_total,3.0,25 Followers,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-spqoppuslmm,,2.0,2.0,2.0,,Need to work more on quality check and customer satisfaction. Kindly look in the issue that its not repeated in future otherwise your reputation will be seriously dented,Jun-08-2016,02:35:PM,Didn't expect this,Visakhapatnam India,aasishvarma670,,1,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-spqoppuslmm,,34 Reviews,
5c508126034cab234c648087, (via Android App),,,4.0,colgate_total,4.0,12 Followers,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-muoppuopmu,,4.0,4.0,5.0,,"Hello . I have been using the Colgate tooth paste since my childhood. I also tried some other pastes but Colgate is the best. Colgate is an international brand. It the only paste recommended by most odd the dentists. It has vast variety of pastes. I have been using Colgate total for a very long time. Six  month back my mother had a sensitivity problem with her tooth I told her to use Colgate sensitive pro relief and believe me sensitivity was relived within 15-20 days completely. I also used colgate's visible white  paste also.i was satisfied with the results. Last but not the least, for strong teeth please go to your dentist every six months. Thank you.",Jan-05-2016,12:27:PM,Best toothpaste brand,Surat India,Riddhish,,1,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-muoppuopmu,,28 Reviews,
5c508126034cab234c648088,,,,4.0,colgate_total,4.0,35 Followers,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-tmnqmlmtot,,4.0,3.0,5.0,,Colgate keep my teeth clean and leaves good breath.,Sep-14-2015,10:42:PM,Colgate total cleansing..,New delhi India,Itee_Indi,,1,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-tmnqmlmtot,,150 Reviews,
5c508126034cab234c648089,,,,2.0,colgate_total,2.0,4 Followers,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-utqsouttlt,,2.0,2.0,2.0,,I would be like to point out that it doesn't benefit much to the teeth and being a person who doesn't like much sweets I still had my teeth decay. I have been planning to switch toothpaste for a long time. We are planning to switch to either Pepsodant or Sensodyne. The should improve the quality of the toothpaste. I used to trust this brand.,Jul-14-2015,03:07:PM,Changing to Different Toothpaste,Mumbai India,manalisoni,,1,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-utqsouttlt,,107 Reviews,
5c508126034cab234c64808a,,,,5.0,colgate_total,5.0,1 Follower,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-souurootlt,,5.0,5.0,5.0,,But from when I am using coalgate. I felt that my teeth and gums has became more strong and pain problem has gone. I loved the taste- refreshing. Cleaned my teeth very well and my breath was fresh. it has became my all time favorite. I recommend to evry person. I am fully satisfied with coalgate. I will use this product in my whole life. Thank you coalgate and thank you for readind my review.,Jul-13-2015,05:47:PM,Very good product!,raebareli India,atajay07,,1,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-souurootlt,,23 Reviews,
